home_team,away_team,home_goals,away_goals,date,league_slug
Norway,Sweden,0,0,1916-10-01,international-friendly
Uruguay,Argentina,0,1,1916-10-01,international-copa-premio-honor-uruguayo
Sweden,Denmark,4,0,1916-10-08,international-friendly
Denmark,Norway,8,0,1916-10-15,international-friendly
Uruguay,Argentina,3,1,1916-10-29,international-friendly
Austria,Hungary,3,3,1916-11-05,international-friendly
Austria,Hungary,1,1,1917-05-06,international-friendly
Japan,Philippines,2,15,1917-05-07,international-friendly
Japan,China PR,0,5,1917-05-09,international-far-eastern-championship-games
Japan,Philippines,2,15,1917-05-10,international-far-eastern-championship-games
China PR,Philippines,3,0,1917-05-11,international-far-eastern-championship-games
Denmark,Sweden,1,1,1917-06-03,international-friendly
Hungary,Austria,6,2,1917-06-03,international-friendly
Norway,Denmark,1,2,1917-06-17,international-friendly
Austria,Hungary,1,4,1917-07-15,international-friendly
Uruguay,Argentina,0,2,1917-07-18,international-copa-premio-honor-uruguayo
Argentina,Uruguay,1,0,1917-08-15,international-copa-lipton
Sweden,Norway,3,3,1917-08-19,international-friendly
Uruguay,Argentina,1,0,1917-09-02,international-copa-newton
Norway,Sweden,0,2,1917-09-16,international-friendly
Uruguay,Chile,4,0,1917-09-30,international-copa-américa
Argentina,Brazil,4,2,1917-10-03,international-copa-américa
Argentina,Chile,1,0,1917-10-06,international-copa-américa
Denmark,Norway,12,0,1917-10-07,international-friendly
Hungary,Austria,2,1,1917-10-07,international-friendly
Uruguay,Brazil,4,0,1917-10-07,international-copa-américa
Brazil,Chile,5,0,1917-10-12,international-copa-américa
Sweden,Denmark,1,2,1917-10-14,international-friendly
Uruguay,Argentina,1,0,1917-10-14,international-copa-américa
Uruguay,Brazil,3,1,1917-10-16,international-friendly
Austria,Hungary,1,2,1917-11-04,international-friendly
Switzerland,Austria,0,1,1917-12-23,international-friendly
Switzerland,Austria,3,2,1917-12-26,international-friendly
Hungary,Austria,2,0,1918-04-14,international-friendly
Austria,Switzerland,5,1,1918-05-09,international-friendly
Hungary,Switzerland,2,1,1918-05-12,international-friendly
Sweden,Norway,2,0,1918-05-26,international-friendly
Austria,Hungary,0,2,1918-06-02,international-friendly
Denmark,Sweden,3,0,1918-06-02,international-friendly
Norway,Denmark,3,1,1918-06-16,international-friendly
Uruguay,Argentina,1,1,1918-07-18,international-copa-premio-honor-uruguayo
Uruguay,Argentina,3,1,1918-07-28,international-copa-premio-honor-uruguayo
Argentina,Uruguay,0,0,1918-08-15,international-copa-premio-honor-argentino
Argentina,Uruguay,2,1,1918-08-25,international-copa-premio-honor-argentino
Norway,Sweden,2,1,1918-09-15,international-friendly
Uruguay,Argentina,1,1,1918-09-20,international-copa-lipton
Argentina,Uruguay,2,0,1918-09-29,international-copa-newton
Austria,Hungary,0,3,1918-10-06,international-friendly
Denmark,Norway,4,0,1918-10-06,international-friendly
Sweden,Denmark,1,2,1918-10-20,international-friendly
Belgium,France,2,2,1919-03-09,international-friendly
Hungary,Austria,2,1,1919-04-06,international-friendly
Guernsey,Jersey,2,0,1919-04-21,international-muratti-vase
Brazil,Chile,6,0,1919-05-11,international-copa-américa
Paraguay,Argentina,1,5,1919-05-11,international-friendly
China PR,Philippines,2,0,1919-05-12,international-far-eastern-championship-games
Argentina,Uruguay,2,3,1919-05-13,international-copa-américa
China PR,Philippines,1,2,1919-05-13,international-far-eastern-championship-games
Paraguay,Argentina,0,3,1919-05-15,international-friendly
China PR,Philippines,2,1,1919-05-15,international-far-eastern-championship-games
Chile,Uruguay,0,2,1919-05-17,international-copa-américa
Brazil,Argentina,3,1,1919-05-18,international-copa-américa
Paraguay,Argentina,1,2,1919-05-21,international-friendly
Argentina,Chile,4,1,1919-05-22,international-copa-américa
Paraguay,Argentina,1,2,1919-05-24,international-friendly
Brazil,Uruguay,2,2,1919-05-26,international-copa-américa
Brazil,Uruguay,1,0,1919-05-29,international-copa-américa
Sweden,Finland,1,0,1919-05-29,international-friendly
Brazil,Argentina,3,3,1919-06-01,international-friendly
Denmark,Sweden,3,0,1919-06-05,international-friendly
Netherlands,Sweden,3,1,1919-06-09,international-friendly
Denmark,Norway,5,1,1919-06-12,international-friendly
France,Romania,4,0,1919-06-24,international-inter-allied-games
Czechoslovakia,Belgium,4,1,1919-06-24,international-inter-allied-games
Italy,Greece,9,0,1919-06-25,international-inter-allied-games
United States,Canada,5,4,1919-06-25,international-inter-allied-games
Italy,Romania,7,1,1919-06-26,international-inter-allied-games
France,Greece,11,0,1919-06-26,international-inter-allied-games
Czechoslovakia,United States,8,2,1919-06-26,international-inter-allied-games
Belgium,Canada,5,2,1919-06-26,international-inter-allied-games
Greece,Romania,3,2,1919-06-28,international-inter-allied-games
France,Italy,2,0,1919-06-28,international-inter-allied-games
Czechoslovakia,Canada,3,2,1919-06-28,international-inter-allied-games
Belgium,United States,7,0,1919-06-28,international-inter-allied-games
France,Czechoslovakia,2,3,1919-06-29,international-inter-allied-games
Norway,Sweden,4,3,1919-06-29,international-friendly
Uruguay,Argentina,4,1,1919-07-18,international-copa-premio-honor-uruguayo
Sweden,Netherlands,4,1,1919-08-24,international-friendly
Uruguay,Argentina,2,1,1919-08-24,international-copa-newton
Norway,Netherlands,1,1,1919-08-31,international-friendly
Argentina,Uruguay,1,2,1919-09-07,international-copa-lipton
Sweden,Norway,1,5,1919-09-14,international-friendly
Norway,Denmark,3,2,1919-09-21,international-friendly
Finland,Sweden,3,3,1919-09-28,international-friendly
Austria,Hungary,2,0,1919-10-05,international-friendly
Sweden,Denmark,3,0,1919-10-12,international-friendly
Argentina,Uruguay,6,1,1919-10-19,international-copa-premio-honor-argentino
Northern Ireland,England,1,1,1919-10-25,international-british-home-championship
Hungary,Austria,3,2,1919-11-09,international-friendly
Uruguay,Argentina,4,2,1919-12-07,international-friendly
Italy,France,9,4,1920-01-18,international-friendly
Northern Ireland,Wales,2,2,1920-02-14,international-british-home-championship
Wales,Scotland,1,1,1920-02-26,international-british-home-championship
Switzerland,France,0,2,1920-02-29,international-friendly
Scotland,Northern Ireland,3,0,1920-03-13,international-british-home-championship
England,Wales,1,2,1920-03-15,international-british-home-championship
France,Belgium,2,1,1920-03-28,international-friendly
Switzerland,Italy,3,0,1920-03-28,international-friendly
Netherlands,Denmark,2,0,1920-04-05,international-friendly
England,Scotland,5,4,1920-04-10,international-british-home-championship
Guernsey,Jersey,1,0,1920-04-15,international-muratti-vase
Alderney,Guernsey,1,0,1920-04-29,international-muratti-vase
Austria,Hungary,2,2,1920-05-02,international-friendly
Italy,Netherlands,1,1,1920-05-13,international-friendly
Switzerland,Netherlands,2,1,1920-05-16,international-friendly
Sweden,Finland,4,0,1920-05-30,international-friendly
Sweden,Switzerland,0,1,1920-06-06,international-friendly
Norway,Denmark,1,1,1920-06-13,international-friendly
Norway,Sweden,0,3,1920-06-27,international-friendly
Switzerland,Germany,4,1,1920-06-27,international-friendly
Uruguay,Argentina,2,0,1920-07-18,international-copa-premio-honor-uruguayo
Argentina,Uruguay,1,3,1920-07-25,international-copa-newton
Argentina,Uruguay,1,0,1920-08-08,international-copa-premio-honor-argentino
Czechoslovakia,Yugoslavia,7,0,1920-08-28,international-olympic-games
Spain,Denmark,1,0,1920-08-28,international-olympic-games
Italy,Egypt,2,1,1920-08-28,international-olympic-games
Netherlands,Luxembourg,3,0,1920-08-28,international-olympic-games
Sweden,Greece,9,0,1920-08-28,international-olympic-games
Netherlands,Sweden,5,4,1920-08-29,international-olympic-games
Czechoslovakia,Norway,4,0,1920-08-29,international-olympic-games
France,Italy,3,1,1920-08-29,international-olympic-games
Belgium,Spain,3,1,1920-08-29,international-olympic-games
France,Czechoslovakia,1,4,1920-08-31,international-olympic-games
Belgium,Netherlands,3,0,1920-08-31,international-olympic-games
Italy,Norway,2,1,1920-08-31,international-olympic-games
Spain,Sweden,2,1,1920-09-01,international-olympic-games
Belgium,Czechoslovakia,2,0,1920-09-02,international-olympic-games
Spain,Italy,2,0,1920-09-02,international-olympic-games
Egypt,Yugoslavia,4,2,1920-09-03,international-friendly
Spain,Netherlands,3,1,1920-09-05,international-olympic-games
Chile,Brazil,0,1,1920-09-11,international-copa-américa
Uruguay,Argentina,1,1,1920-09-12,international-copa-américa
Brazil,Uruguay,0,6,1920-09-18,international-copa-américa
Finland,Sweden,1,0,1920-09-19,international-friendly
Chile,Argentina,1,1,1920-09-20,international-copa-américa
Argentina,Brazil,2,0,1920-09-25,international-copa-américa
Austria,Germany,3,2,1920-09-26,international-friendly
Sweden,Norway,0,0,1920-09-26,international-friendly
Chile,Uruguay,1,2,1920-10-03,international-copa-américa
Sweden,Denmark,0,2,1920-10-10,international-friendly
Finland,Estonia,6,0,1920-10-17,international-friendly
England,Northern Ireland,2,0,1920-10-23,international-british-home-championship
Germany,Hungary,1,0,1920-10-24,international-friendly
Hungary,Austria,1,2,1920-11-07,international-friendly
Suriname,Guyana,1,2,1921-01-28,international-friendly
Scotland,Wales,2,1,1921-02-12,international-british-home-championship
France,Italy,1,2,1921-02-20,international-friendly
Northern Ireland,Scotland,0,2,1921-02-26,international-british-home-championship
Belgium,France,3,1,1921-03-06,international-friendly
Italy,Switzerland,2,1,1921-03-06,international-friendly
Wales,England,0,0,1921-03-14,international-british-home-championship
Austria,Sweden,2,2,1921-03-26,international-friendly
Guernsey,Alderney,3,0,1921-03-28,international-peace-cup
Catalonia,Provence,4,0,1921-04-03,international-friendly
Catalonia,Provence,1,0,1921-04-04,international-friendly
Paraguay,Argentina,3,1,1921-04-07,international-friendly
Jersey,Alderney,2,0,1921-04-07,international-muratti-vase
Scotland,England,3,0,1921-04-09,international-british-home-championship
Wales,Northern Ireland,2,1,1921-04-09,international-british-home-championship
Paraguay,Argentina,2,2,1921-04-14,international-friendly
Austria,Hungary,4,1,1921-04-24,international-friendly
Guernsey,Jersey,0,1,1921-04-28,international-muratti-vase
Switzerland,Austria,2,2,1921-05-01,international-friendly
Belgium,Italy,2,3,1921-05-05,international-friendly
Germany,Austria,3,3,1921-05-05,international-friendly
Netherlands,Italy,2,2,1921-05-08,international-friendly
Belgium,Netherlands,1,1,1921-05-15,international-friendly
Belgium,England,0,2,1921-05-21,international-friendly
Norway,Finland,3,2,1921-05-25,international-friendly
Sweden,Finland,0,3,1921-05-29,international-friendly
Japan,Philippines,0,3,1921-05-30,international-friendly
Philippines,Japan,3,1,1921-05-30,international-far-eastern-championship-games
China PR,Philippines,1,0,1921-05-31,international-far-eastern-championship-games
China PR,Japan,4,0,1921-06-01,international-far-eastern-championship-games
China PR,Japan,3,0,1921-06-03,international-open-international-championship
Hungary,Germany,3,0,1921-06-05,international-friendly
Denmark,Netherlands,1,1,1921-06-12,international-friendly
Norway,Sweden,3,1,1921-06-19,international-friendly
Canada,Scotland,0,1,1921-07-09,international-friendly
Estonia,Sweden,0,0,1921-07-22,international-friendly
Sweden,Austria,1,3,1921-07-24,international-friendly
Finland,Austria,2,3,1921-07-31,international-friendly
Estonia,Finland,0,3,1921-08-28,international-friendly
Costa Rica,El Salvador,7,0,1921-09-14,international-friendly
Finland,Germany,3,3,1921-09-18,international-friendly
Guatemala,Costa Rica,0,6,1921-09-18,international-friendly
Sweden,Norway,0,3,1921-09-18,international-friendly
Argentina,Brazil,1,0,1921-10-02,international-copa-américa
Denmark,Norway,3,1,1921-10-02,international-friendly
Paraguay,Uruguay,2,1,1921-10-09,international-copa-américa
Sweden,Denmark,0,0,1921-10-09,international-friendly
Brazil,Paraguay,3,0,1921-10-12,international-copa-américa
Argentina,Paraguay,3,0,1921-10-16,international-copa-américa
Northern Ireland,England,1,1,1921-10-22,international-british-home-championship
Brazil,Uruguay,1,2,1921-10-23,international-copa-américa
Czechoslovakia,Yugoslavia,6,1,1921-10-28,international-friendly
Argentina,Uruguay,1,0,1921-10-30,international-copa-américa
Uruguay,Paraguay,4,2,1921-11-02,international-friendly
Hungary,Sweden,4,2,1921-11-06,international-friendly
Switzerland,Italy,1,1,1921-11-06,international-friendly
Czechoslovakia,Sweden,2,2,1921-11-13,international-friendly
France,Netherlands,0,5,1921-11-13,international-friendly
Hungary,Poland,1,0,1921-12-18,international-friendly
Spain,Portugal,3,1,1921-12-18,international-friendly
France,Belgium,2,1,1922-01-15,international-friendly
Italy,Austria,3,3,1922-01-15,international-friendly
Wales,Scotland,2,1,1922-02-04,international-british-home-championship
Italy,Czechoslovakia,1,1,1922-02-26,international-friendly
Scotland,Northern Ireland,2,1,1922-03-04,international-british-home-championship
Brittany,Luxembourg,1,0,1922-03-12,international-friendly
England,Wales,1,0,1922-03-13,international-british-home-championship
Belgium,Netherlands,4,0,1922-03-26,international-friendly
Germany,Switzerland,2,2,1922-03-26,international-friendly
Guernsey,Alderney,8,0,1922-04-06,international-muratti-vase
